msgid,msgstr
% Picked,% Vybrané
% Process Loss,% Procesná strata
% Progress,% Pokrok
% Received,% Prijaté
% Returned,% Vrátené
% of materials billed against this Sales Order,% materiálov fakturovaných voči tejto objednávke predaja
% of materials delivered against this Sales Order,% dodaných materiálov podľa tejto objednávky predaja
'Account' in the Accounting section of Customer {0},„Účet“ v účtovnej sekcii Zákazník {0}
'Allow Multiple Sales Orders Against a Customer's Purchase Order','Povoliť viacero predajných objednávok oproti zákazníkovej nákupnej objednávke'
'Based On' and 'Group By' can not be same,„'Based On' a 'Group By' nemôžu byť rovnaké“
'Date' is required,'Dátum' je povinný
'Days Since Last Order' must be greater than or equal to zero,'Days Since Last Order' musí byť väčší alebo rovný nule
'Default {0} Account' in Company {1},'Predvolený účet {0} v spoločnosti {1}'
'Entries' cannot be empty,Položka 'Entries' nemôže byť prázdna
'From Date' is required,'Od dátumu' je povinný
'From Date' must be after 'To Date',„'From Date' musí byť po 'To Date'“
'Has Serial No' can not be 'Yes' for non-stock item,'Hodnota Sériové číslo' nemôže byť 'Áno' pre neúčtovnú položku
'Opening','Otvorenie'
'To Date' is required,'Do dátumu' je povinný
'To Package No.' cannot be less than 'From Package No.',„'To Package No.' nemôže byť menšie ako 'From Package No.'“
'Update Stock' can not be checked because items are not delivered via {0},"\""Aktualizácia zásob\"" nemôže byť zaškrtnutá, pretože položky nie sú doručované prostredníctvom {0}"
'Update Stock' cannot be checked for fixed asset sale,„Aktualizácia zásob“ nemôže byť zaškrtnutá pri predaji fixného majetku
'{0}' account is already used by {1}. Use another account.,"""'{0}' účet už používa {1}. Použite iný účet."""
'{0}' should be in company currency {1}.,'{0}' by mal byť v mene spoločnosti {1}.
(A) Qty After Transaction,(A) Množstvo po transakcii
(B) Expected Qty After Transaction,(B) Očakávané množstvo po transakcii
(C) Total Qty in Queue,(C) Celkové množstvo vo fronte
(C) Total qty in queue,(C) Celkové množstvo v rade
(D) Balance Stock Value,(D) Zostatková hodnota skladu
(E) Balance Stock Value in Queue,(E) Vyrovnanie hodnoty zásob v rade
(F) Change in Stock Value,(F) Zmena hodnoty zásob
(Forecast),(Predpoveď)
(G) Sum of Change in Stock Value,(G) Súčet zmien v hodnote zásob
(H) Change in Stock Value (FIFO Queue),(H) Zmena hodnoty zásob (FIFO Queue)
(H) Valuation Rate,(H) Sadzba ohodnotenia
(Hour Rate / 60) * Actual Operation Time,(Hodinová sadzba / 60) * Skutočný čas operácie
(I) Valuation Rate,(I) Sadzba ohodnotenia
(J) Valuation Rate as per FIFO,(J) Sadzba hodnotenia podľa FIFO
(K) Valuation = Value (D) ÷ Qty (A),(K) Ohodnotenie = Hodnota (D) ÷ Množstvo (A)
(including),(vrátane)
* Will be calculated in the transaction.,* Bude vypočítané v transakcii.
0-30,0-30
0-30 Days,0-30 dní
1 Loyalty Points = How much base currency?,1 Vernostný bod = Koľko základnej meny?
1 hr,1 hod
1-10,1-10
1000+,1000+
11-50,11-50
1{0},1{0}
2 Yearly,Dvojročné
201-500,201-500
3 Yearly,3 roky
30 mins,30 minút
30-60,30-60
30-60 Days,30-60 dní
501-1000,501-1000
51-200,51-200
6 hrs,6 hodín
60-90,60-90
60-90 Days,60-90 dní
90 Above,90 a vyššie
<b>From Time</b> cannot be later than <b>To Time</b> for {0},<b>Čas od</b> nemôže byť neskôr ako <b>Čas do</b> pre {0}
"<br> <h4>Note</h4> <ul> <li> You can use <a href=""https://jinja.palletsprojects.com/en/2.11.x/"" target=""_blank"">Jinja tags</a> in <b>Subject</b> and <b>Body</b> fields for dynamic values. </li><li>     All fields in this doctype are available under the <b>doc</b> object and all fields for the customer to whom the mail will go to is available under the  <b>customer</b> object. </li></ul> <h4> Examples</h4> <!-- {% raw %} --> <ul>     <li><b>Subject</b>:<br><br><pre><code>Statement Of Accounts for {{ customer.customer_name }}</code></pre><br></li>     <li><b>Body</b>: <br><br> <pre><code>Hello {{ customer.customer_name }},<br>PFA your Statement Of Accounts from {{ doc.from_date }} to {{ doc.to_date }}.</code> </pre></li> </ul> <!-- {% endraw %} -->","<br> <h4>Poznámka</h4> <ul> <li> Môžete použiť <a href=""https://jinja.palletsprojects.com/en/2.11.x/"" target=""_blank"">Jinja značky</a> v poliach <b>Predmet</b> a <b>Obsah</b> pre dynamické hodnoty. </li><li>     Všetky polia v tomto docType sú dostupné pod objektom <b>doc</b> a všetky polia pre zákazníka, ktorému bude email zaslaný, sú dostupné pod objektom <b>customer</b>. </li></ul> <h4> Príklady</h4> <!-- {% raw %} --> <ul>     <li><b>Predmet</b>:<br><br><pre><code>Vyhlásenie o účtoch pre {{ customer.customer_name }}</code></pre><br></li>     <li><b>Obsah</b>: <br><br> <pre><code>Ahoj {{ customer.customer_name }},<br>V prílohe nájdete vaše vyhlásenie o účtoch od {{ doc.from_date }} do {{ doc.to_date }}.</code> </pre></li> </ul> <!-- {% endraw %} -->"
"<div class=""columnHeading"">Other Details</div>","<div class=""columnHeading"">Iné podrobnosti</div>"
"<div class=""text-muted text-center"">No Matching Bank Transactions Found</div>","<div class=""text-muted text-center"">Nenašli sa žiadne zodpovedajúce bankové transakcie</div>"
"<div class=""text-muted text-center"">{0}</div>","<div class=""text-muted text-center"">{0}</div>"
<div> <h3> All dimensions in centimeter only </h3> </div>,<div> <h3> Všetky rozmery iba v centimetroch </h3> </div>
"<h3>About Product Bundle</h3>  <p>Aggregate group of <b>Items</b> into another <b>Item</b>. This is useful if you are bundling a certain <b>Items</b> into a package and you maintain stock of the packed <b>Items</b> and not the aggregate <b>Item</b>.</p> <p>The package <b>Item</b> will have <code>Is Stock Item</code> as <b>No</b> and <code>Is Sales Item</code> as <b>Yes</b>.</p> <h4>Example:</h4> <p>If you are selling Laptops and Backpacks separately and have a special price if the customer buys both, then the Laptop + Backpack will be a new Product Bundle Item.</p>","<h3>O produktovom balíku</h3>  <p>Združovanie skupiny <b>Položiek</b> do inej <b>Položky</b>. Toto je užitočné, ak balíte určité <b>Položky</b> do balíka a udržiavate sklad zásob zabalených <b>Položiek</b>, nie však súhrnnej <b>Položky</b>.</p> <p>Baličková <b>Položka</b> bude mať <code>Je skladovou položkou</code> ako <b>Nie</b> a <code>Je predajnou položkou</code> ako <b>Áno</b>.</p> <h4>Príklad:</h4> <p>Ak predávate samostatne laptopy a batohy a máte špeciálnu cenu, ak zákazník kúpi oba, potom Laptop + Batoh bude nová položka produktového balíka.</p>"
"<h3>Currency Exchange Settings Help</h3> <p>There are 3 variables that could be used within the endpoint, result key and in values of the parameter.</p> <p>Exchange rate between {from_currency} and {to_currency} on {transaction_date} is fetched by the API.</p> <p>Example: If your endpoint is exchange.com/2021-08-01, then, you will have to input exchange.com/{transaction_date}</p>","<h3>Pomoc pri nastavení výmenného kurzu</h3> <p>Existujú 3 premenné, ktoré možno použiť v rámci koncového bodu, kľúča výsledku a v hodnotách parametra.</p> <p>Výmenný kurz medzi {from_currency} a {to_currency} k dátumu {transaction_date} je získaný pomocou API.</p> <p>Príklad: Ak váš koncový bod je exchange.com/2021-08-01, potom potrebujete zadať exchange.com/{transaction_date}</p>"
"<h4>Body Text and Closing Text Example</h4>  <div>We have noticed that you have not yet paid invoice {{sales_invoice}} for {{frappe.db.get_value(""Currency"", currency, ""symbol"")}} {{outstanding_amount}}. This is a friendly reminder that the invoice was due on {{due_date}}. Please pay the amount due immediately to avoid any further dunning cost.</div>  <h4>How to get fieldnames</h4>  <p>The fieldnames you can use in your template are the fields in the document. You can find out the fields of any documents via Setup &gt; Customize Form View and selecting the document type (e.g. Sales Invoice)</p>  <h4>Templating</h4>  <p>Templates are compiled using the Jinja Templating Language. To learn more about Jinja, <a class=""strong"" href=""http://jinja.pocoo.org/docs/dev/templates/"">read this documentation.</a></p>","<h4>Príklad textu tela a záverečného textu</h4>  <div>Všimli sme si, že faktúra {{sales_invoice}} za {{frappe.db.get_value(""Currency"", currency, ""symbol"")}} {{outstanding_amount}} ešte nebola zaplatená. Toto je priateľská pripomienka, že faktúra bola splatná dňa {{due_date}}. Prosím, zaplaťte splatnú sumu okamžite, aby ste sa vyhli ďalším nákladom na upomienky.</div>  <h4>Ako získať názvy polí</h4>  <p>Názvy polí, ktoré môžete použiť vo svojej šablóne, sú polia v dokumente. Polia ktoréhokoľvek dokumentu môžete zistiť cez Nastavenie &gt; Prispôsobiť zobrazenie formulára a výber typu dokumentu (napr. Faktúra)</p>  <h4>Šablonovanie</h4>  <p>Šablóny sa zostavujú pomocou jazyka Jinja Templating Language. Ak sa chcete dozvedieť viac o Jinja, <a class=""strong"" href=""http://jinja.pocoo.org/docs/dev/templates/"">prečítajte si túto dokumentáciu.</a></p>"
"<h4>Contract Template Example</h4>  <pre>Contract for Customer {{ party_name }}  -Valid From : {{ start_date }}  -Valid To : {{ end_date }} </pre>  <h4>How to get fieldnames</h4>  <p>The field names you can use in your Contract Template are the fields in the Contract for which you are creating the template. You can find out the fields of any documents via Setup &gt; Customize Form View and selecting the document type (e.g. Contract)</p>  <h4>Templating</h4>  <p>Templates are compiled using the Jinja Templating Language. To learn more about Jinja, <a class=""strong"" href=""http://jinja.pocoo.org/docs/dev/templates/"">read this documentation.</a></p>","<h4>Príklad šablóny zmluvy</h4>  <pre>Zmluva pre zákazníka {{ party_name }}  - Platí od : {{ start_date }}  - Platí do : {{ end_date }} </pre>  <h4>Ako získať názvy polí</h4>  <p>Názvy polí, ktoré môžete použiť vo svojej šablóne zmluvy, sú polia v zmluve, pre ktorú vytvárate šablónu. Polia akéhokoľvek dokumentu môžete zistiť cez Nastavenia &gt; Úprava zobrazenia formulára a výberom typu dokumentu (napr. Zmluva)</p>  <h4>Šablónovanie</h4>  <p>Šablóny sú zostavované pomocou jazyka Jinja Templating Language. Ak sa chcete dozvedieť viac o Jinja, <a class=""strong"" href=""http://jinja.pocoo.org/docs/dev/templates/"">prečítajte si túto dokumentáciu.</a></p>"
